"","length_own","length_matdis","length_bond","length_illchild","length_illparent","length_illspouse","resp_len","unaffordable","recStatePay","weight"
"1489",0,0,0,0,12,0,1,NA,0,7995.67866363086
"2592",0,0,0,0,30,0,0,NA,0,28278.5718850321
"916",0,0,90,0,0,0,1,NA,0,10623.7187819728
"2103",0,0,0,0,0,0,0,NA,NA,48696.7290060404
"338",0,0,0,0,0,0,0,NA,NA,14969.7165016257
"1065",0,0,0,0,0,5,0,NA,0,7618.0238513007
"23",0,0,0,0,0,0,0,NA,NA,57824.6484632473
"2383",0,0,0,0,0,0,0,NA,NA,114352.166766429
"1512",0,0,0,0,0,0,0,NA,NA,88070.6244945598
"1422",0,0,0,0,0,0,0,NA,NA,56804.5585468731
"1540",15,0,0,0,0,0,1,NA,0,21383.5136709859
"593",0,0,0,0,0,0,0,NA,NA,82400.6558870677
"1126",0,0,0,0,0,0,1,1,NA,16349.5607305178
"377",5,0,0,0,0,0,0,NA,0,8293.81916865139
"2711",0,0,0,0,0,0,0,NA,NA,64858.0355064066
"2142",0,0,0,0,0,0,0,NA,0,56129.5677426052
"2044",113,0,0,0,0,0,1,NA,NA,4519.81678944141
"2153",0,0,0,0,0,0,0,NA,0,12390.5858803654
"1579",0,0,0,0,0,0,0,NA,NA,24112.4312759462
"2164",0,0,0,0,0,0,0,NA,NA,46351.8057931459
"942",NA,0,0,NA,NA,NA,0,NA,0,14198.2199472421
"2507",15,0,0,0,0,0,1,1,0,15875.1164198013
"578",0,0,0,0,0,0,0,0,NA,17920.2255900237
"128",0,0,0,0,0,0,0,NA,NA,69248.3817654006
"2665",0,0,0,0,0,0,1,1,NA,42140.3462270273
"440",0,0,0,0,0,0,0,0,NA,11473.6478835334
"2423",68,0,0,0,0,0,1,NA,1,11438.5519005335
"31",35,0,0,0,0,0,1,NA,0,6183.48084832225
"1839",0,0,0,0,0,0,0,NA,NA,23150.5343340391
"795",0,0,0,0,0,0,0,NA,NA,30599.3886530594
"2757",0,0,0,0,0,0,1,1,NA,18487.0034827644
"2024",3,0,0,0,0,0,0,NA,0,13146.1921952985
"421",0,0,0,0,30,0,0,NA,0,4907.98215394853
"309",90,0,0,0,0,0,0,NA,0,15603.5792456775
"2345",55,0,0,0,0,0,0,NA,0,10918.3234857818
"302",0,0,0,0,0,0,0,NA,NA,74936.9549790265
"154",0,0,0,4,0,0,1,NA,0,18418.4670547066
"1843",0,0,0,0,0,0,0,0,NA,245130.939086304
"1729",0,0,0,0,0,0,0,NA,NA,38122.0610074811
"7",0,0,0,0,0,0,0,NA,NA,115586.354931649
"630",20,0,0,0,0,0,0,NA,0,16918.7458243801
"1045",0,0,0,0,0,0,1,NA,0,3717.20427049451
"364",0,0,0,0,0,0,0,NA,NA,87703.466925197
"488",24,0,0,0,0,0,0,NA,0,5449.12584806416
"2039",0,0,0,0,0,0,0,NA,NA,23631.42045006
"2827",0,0,0,0,0,10,1,NA,0,14008.8570782595
"170",0,0,0,0,0,0,0,NA,NA,130504.636319856
"1715",45,0,0,0,0,0,0,NA,0,22761.0324088966
"2640",0,0,0,0,0,0,0,NA,NA,43550.6646660247
"1897",10,0,0,0,0,0,0,NA,0,6486.21779256967
"360",0,0,0,0,0,0,0,NA,NA,266306.286307357
"813",0,0,0,0,0,0,1,1,NA,27619.438609929
"1773",0,0,0,0,0,0,0,NA,NA,65888.3762529178
"855",0,0,0,0,0,0,0,NA,NA,11154.1489535674
"1081",5,0,0,0,0,0,0,NA,0,11011.1146190203
"1962",2,0,0,0,0,0,1,0,0,26118.7860643978
"1198",40,0,0,0,0,0,1,NA,0,10916.987824325
"118",0,0,5,0,0,0,1,NA,0,12320.6986279955
"1741",0,0,0,0,0,0,0,NA,0,20476.7247359572
"497",0,0,0,0,0,10,0,NA,0,5650.51137940683
"956",0,0,0,6,0,0,0,NA,0,51567.6462533869
"2648",0,0,0,0,0,0,0,NA,NA,84133.0479801138
"2337",10,0,0,0,0,0,1,1,0,47523.8682094256
"1110",0,0,0,0,1,0,1,1,0,13936.2874582822
"1453",90,0,0,0,0,0,1,0,0,19562.2978735879
"2768",0,0,0,0,0,0,0,NA,NA,16431.0478257157
"1146",0,0,0,0,0,0,0,NA,NA,77454.3899002989
"1225",0,0,0,0,10,0,1,0,0,10025.5222336332
"2334",158,0,0,0,0,0,0,NA,0,25358.0974522046
"321",0,0,0,0,0,0,0,NA,NA,149837.456250332
"493",45,0,0,0,0,0,0,NA,1,20868.8385777979
"1392",30,0,0,0,0,0,0,NA,0,11920.6620766125
"1544",0,0,0,0,0,0,0,NA,NA,36027.8235815313
"422",30,0,0,0,0,0,0,NA,0,7101.216006081
"418",0,0,0,0,0,0,0,NA,NA,51523.9790727719
"692",0,13,0,0,0,0,1,NA,0,3540.57713839501
"1792",30,0,0,0,0,0,0,NA,0,14813.890733422
"354",0,0,0,0,0,0,0,NA,NA,69657.5203718983
"621",0,0,0,0,0,0,0,1,0,46853.4776678199
"419",25,0,0,0,0,0,0,NA,NA,12875.4313479246
"1333",0,0,0,0,0,0,0,NA,NA,16412.1152820265
"1418",0,0,0,0,0,0,0,NA,NA,10416.1998012423
"471",1,0,0,0,0,0,0,NA,0,4644.97683425707
"511",0,0,0,0,0,0,0,NA,NA,334493.393870968
"1627",68,0,0,0,0,0,1,NA,0,26681.7427306802
"1043",0,0,0,0,0,0,0,NA,NA,41213.7385241285
"1036",0,0,0,0,0,0,0,NA,NA,54600.0994640403
"1701",0,0,0,0,0,0,0,NA,NA,55828.5463304562
"449",0,0,0,0,45,0,0,0,0,13427.6250471766
"14",0,0,0,0,0,0,0,NA,NA,17902.8072466286
"2469",0,0,0,0,0,0,0,NA,NA,37515.9945564503
"2779",0,0,0,0,0,0,0,NA,NA,116757.22089586
"1820",25,0,0,0,0,0,0,NA,0,23700.5997078796
"2402",0,30,0,0,0,0,0,NA,0,30582.5724698136
"1067",0,0,0,0,0,0,0,NA,NA,275572.640155297
"2110",0,0,0,0,30,0,1,NA,0,3650.32385710212
"1280",0,0,0,0,0,0,0,NA,NA,33577.879598275
"670",68,0,0,0,0,0,0,NA,0,11065.7829113286
"439",5,0,0,0,0,0,0,NA,0,15771.1835905154
"333",0,0,0,0,0,0,1,1,NA,19505.752643699
"2019",0,0,0,0,0,0,0,NA,NA,73633.1421401523
"1482",2,0,0,0,0,0,0,NA,0,13589.7704470299
"534",NA,0,0,NA,NA,0,0,NA,0,13107.090347758
"1183",0,0,5,0,0,0,1,NA,0,19564.8442866779
"1181",NA,0,NA,NA,NA,0,1,0,0,65468.8539691916
"977",0,0,0,0,0,0,0,NA,NA,125639.259520674
"1140",0,0,0,0,0,20,0,NA,0,9576.49875623477
"1588",45,0,0,0,0,0,1,0,0,19170.6672829435
"619",0,0,0,0,0,0,0,NA,NA,91752.377715324
"1583",0,0,0,0,0,0,0,NA,NA,68536.953410583
"1232",0,0,0,0,0,0,0,NA,NA,247367.009992308
"1202",0,0,0,0,0,0,0,NA,NA,41119.4454786483
"1156",0,0,0,0,0,0,0,0,NA,9921.61452430036
"694",0,0,0,0,0,0,0,NA,NA,186496.421598281
"2025",0,45,0,0,0,0,0,NA,0,8956.6196748955
"2023",0,0,0,0,0,0,0,0,NA,25888.8390009089
"1772",NA,0,0,0,0,0,1,NA,0,13593.3175056754
"546",60,0,0,0,0,0,1,NA,0,11084.1439543376
"1258",45,0,0,0,0,0,1,0,0,6209.54827667585
"171",10,0,0,0,0,0,1,NA,0,10421.4064822768
"2525",0,0,0,0,0,0,0,NA,NA,83472.86555134
"2160",0,0,0,0,0,0,0,NA,NA,92708.4698668571
"2822",0,0,60,0,0,0,0,NA,0,21217.0540377075
"1241",35,0,0,0,0,0,0,NA,1,22149.2987233562
"1901",45,0,0,0,0,0,0,NA,0,32318.4179229772
"2151",0,0,0,0,0,0,0,NA,NA,14977.4280737732
"2159",0,0,0,0,0,0,0,NA,NA,60302.4581156795
"2314",0,0,0,0,0,0,0,NA,NA,6909.13770845338
"234",0,0,0,0,0,0,0,NA,NA,83089.8259114145
"1389",0,0,0,0,0,0,0,NA,NA,6915.25167613814
"884",0,0,0,0,0,0,0,NA,NA,73327.5883475933
"1833",0,0,0,0,0,0,0,NA,NA,18185.1301548652
"1981",90,0,0,0,0,0,1,NA,0,6483.17467002127
"643",20,0,0,0,0,0,1,NA,0,8743.56398363744
"1324",20,0,0,0,0,0,0,NA,0,13146.1921952985
"232",0,0,0,0,0,0,0,NA,NA,46615.0907448436
"2710",15,0,0,0,0,0,0,NA,0,4947.92834434784
"1615",0,0,0,0,0,0,0,NA,NA,39295.8600412964
"756",5,0,0,0,0,0,0,NA,0,21567.3658406692
"1185",0,0,0,0,0,0,0,NA,NA,27699.0157234424
"811",0,0,0,0,0,0,1,1,NA,10930.4424720044
"1497",0,0,0,0,0,0,0,NA,NA,43712.4198214136
"538",0,0,0,0,0,0,0,0,NA,13551.337526019
"870",0,0,0,0,0,0,0,NA,NA,18518.9897006938
"1299",0,0,0,0,0,0,0,0,NA,19886.2996894071
"413",68,0,0,0,0,0,0,1,NA,6307.76573094636
"2447",90,0,0,0,0,0,1,NA,0,39362.1855703197
"2036",1,0,0,0,0,0,0,0,0,8351.00069199153
"1904",0,0,0,0,0,0,0,0,NA,24938.406451112
"1409",0,0,0,0,0,0,0,0,NA,9185.43744348719
"1367",4,0,0,0,0,0,0,NA,0,129206.424640976
"1042",0,0,0,0,0,0,0,NA,NA,58111.8165438697
"1863",0,0,0,0,0,0,0,NA,NA,51965.8092839662
"1028",0,45,0,0,0,0,0,NA,0,10879.5607575657
"1807",0,0,0,0,0,0,0,NA,NA,22297.7408518117
"1705",4,0,0,0,0,0,1,NA,0,8179.03068146691
"431",0,0,0,0,0,0,0,NA,NA,89371.3727739376
"1532",0,0,0,0,0,0,0,NA,NA,32887.0667759517
"1252",0,0,0,0,0,0,0,NA,NA,9427.02055879817
"3",0,0,68,0,0,0,1,NA,0,20796.1742910684
"2401",0,0,0,25,0,0,0,NA,0,13621.7557747981
"1259",0,0,0,0,0,0,0,NA,NA,15819.573335996
"983",0,0,0,0,0,0,0,NA,NA,67820.6885021545
"1285",0,0,0,0,0,0,0,NA,NA,28610.9378662354
"771",0,0,0,0,0,0,0,NA,NA,7960.47518629671
"2091",0,0,0,0,15,0,1,NA,0,18891.995177633
"1184",0,0,0,0,0,0,0,NA,NA,15281.9757281529
"1975",0,0,0,0,15,0,1,NA,0,21996.061896099
"2372",0,0,0,0,0,0,0,NA,NA,334493.393870968
"2806",4,0,0,0,0,0,1,NA,0,15850.8399099061
"2830",0,0,0,0,15,0,1,0,0,7505.32515916547
"2797",0,0,0,0,0,15,0,NA,0,17346.0765273869
"2297",0,30,0,0,0,0,0,NA,NA,15756.7653192634
"293",68,0,0,0,0,0,1,NA,0,23401.8199665181
"2496",0,0,0,0,4,0,1,0,0,16977.7164931345
"390",0,0,0,0,0,0,0,NA,0,15502.503306262
"2030",0,30,0,0,0,0,0,NA,0,8490.97883222431
"2608",10,0,0,0,0,0,1,NA,0,70993.0026186605
"1554",0,0,0,0,0,0,0,NA,NA,82400.6558870677
"921",0,0,0,0,0,0,0,NA,NA,107061.851028891
"611",0,0,0,0,0,0,0,NA,NA,78804.213164898
"2303",0,0,10,0,0,0,1,NA,0,14887.2511478197
"588",0,0,0,0,0,0,0,NA,NA,48276.0635223407
"1496",0,0,0,0,0,0,0,NA,NA,65078.8292559721
"1578",0,0,0,0,0,0,1,1,NA,12024.2938191425
"8",0,0,0,0,0,0,0,NA,NA,7211.238975409
"2022",0,0,0,0,0,0,0,NA,NA,50335.7389778118
"1991",0,0,0,0,0,0,0,NA,NA,10537.2541162836
"1416",0,0,0,0,0,0,0,NA,NA,119510.831627349
"1600",0,0,0,0,0,0,0,NA,NA,90655.0404042939
"1831",0,0,0,0,0,0,0,NA,NA,35288.4807705852
"886",23,0,0,0,0,0,0,NA,0,15530.6497948368
"2457",0,0,30,0,0,0,1,NA,0,44088.1748567612
"541",0,0,0,0,0,0,0,NA,NA,14969.7165016257
"1050",0,0,0,0,0,0,0,NA,NA,117516.215766595
"1167",5,0,0,0,0,0,0,NA,0,8219.4246978862
"46",0,0,0,0,0,0,0,NA,NA,37736.7431078623
"2032",0,0,0,0,0,0,0,NA,NA,334493.393870968
"357",0,0,0,18,0,0,1,NA,1,14530.785319155
"2705",0,0,0,0,0,0,0,NA,NA,103962.97456982
"468",0,30,0,0,0,0,1,1,0,19164.8005646146
"209",0,0,0,0,0,0,0,NA,NA,17976.4699452633
"1718",0,0,0,0,0,0,0,NA,NA,16156.7975769816
"2146",25,0,0,0,0,0,0,NA,0,26292.2776786285
"897",0,0,0,0,0,0,0,NA,NA,93344.1321392375
"2716",45,0,0,0,0,0,0,NA,0,18151.027154021
"202",0,0,0,0,0,0,0,NA,0,9581.24351743373
"1205",0,0,0,0,0,0,0,NA,NA,34403.6614217841
"1592",15,0,0,0,0,0,1,NA,0,24237.8524477708
"241",15,0,0,0,0,0,1,NA,0,9602.01976622806
"1927",0,0,0,0,0,0,0,NA,NA,37292.18800556
"1740",0,0,0,0,0,0,0,NA,NA,107713.978543416
"405",0,0,0,0,0,0,0,NA,NA,72897.3998076911
"2581",0,0,0,0,0,0,0,NA,NA,126011.324804708
"2695",0,0,0,0,0,0,0,0,NA,12807.1936466059
"1876",0,0,0,0,0,0,0,NA,NA,23878.258083104
"2049",0,0,0,0,0,0,0,NA,NA,70931.0847947786
"1340",30,0,0,0,0,0,1,NA,0,18060.4859371344
"1728",0,0,0,0,0,0,0,NA,NA,270818.13491281
"1142",45,0,0,0,0,0,0,NA,1,10537.2541162836
"786",15,0,0,0,0,0,1,NA,0,19170.6672829435
"2485",0,0,0,0,0,0,0,NA,NA,46615.0907448436
"2397",0,0,0,0,0,0,0,NA,NA,16146.4834265699
"1408",NA,0,0,0,0,0,0,NA,0,9427.02055879817
"1642",203,0,0,0,0,0,0,NA,0,7101.216006081
"196",30,0,0,0,0,0,0,NA,0,12291.3271605139
"583",0,0,0,0,0,10,1,NA,0,7524.38503827558
"1437",0,0,0,0,0,0,0,NA,NA,37181.6776619527
"327",0,0,0,0,0,0,0,NA,NA,11552.7878103482
"2584",15,0,0,0,0,0,0,NA,NA,5744.24399362565
"17",0,0,0,0,0,0,1,NA,NA,25579.0394602884
"1872",0,0,0,0,0,1,0,NA,0,11926.6963628654
"476",35,0,0,0,0,0,0,NA,NA,4804.72852380452
"2007",0,0,0,0,0,0,0,NA,NA,33010.5217497961
"742",NA,NA,NA,NA,NA,NA,0,NA,0,11659.3660171788
"1235",2,0,0,0,0,0,0,NA,0,18201.7636415018
"761",30,0,0,0,0,0,1,NA,0,16263.9823131638
"683",0,0,0,0,0,0,0,NA,NA,81913.2894587033
"978",0,0,0,0,0,0,0,NA,NA,34026.1345711354
"1378",0,0,0,0,0,0,0,NA,NA,219637.374975884
"1847",50,0,0,0,0,0,0,NA,1,7071.41963710748
"1290",0,0,0,0,0,0,0,NA,NA,39061.2602019958
"2709",0,40,0,0,0,0,1,1,0,23612.5173232038
"2002",35,0,0,0,0,0,1,0,1,44450.8428249984
"2001",0,0,0,0,0,0,0,0,NA,3891.05769884658
"205",0,0,0,0,0,0,1,NA,0,27486.310347517
"2845",0,30,0,0,0,0,0,NA,0,21103.7772800827
"640",15,0,0,0,0,0,1,NA,0,6214.85465071206
"2684",5,0,0,0,0,0,1,0,0,8948.48438376505
"2558",0,0,0,0,0,0,0,NA,NA,57651.7003186983
"2293",0,0,0,0,0,0,0,NA,NA,6915.25167613814
"1651",0,0,0,0,0,0,0,NA,NA,91752.377715324
"1622",0,0,0,0,25,0,1,NA,0,9427.02055879817
"2269",0,0,0,0,0,0,0,NA,NA,157125.357964578
"1505",0,0,0,0,0,0,0,NA,NA,47961.355297736
"2165",45,0,0,0,0,0,0,NA,0,9149.97890635684
"2428",15,0,0,0,0,0,1,NA,NA,6559.62607463263
"550",0,0,0,0,0,0,0,NA,NA,166479.241409657
"228",0,0,0,0,0,90,0,NA,0,3534.553197474
"2324",30,0,0,0,0,0,0,NA,0,7211.238975409
"858",0,0,0,0,0,0,0,NA,NA,78103.6784890294
"312",0,0,0,0,0,0,0,NA,NA,17639.0471743786
"725",0,0,0,0,0,0,0,NA,NA,32251.259393174
"2703",5,0,0,0,0,0,1,NA,0,43702.0742778673
"552",30,0,0,0,0,0,1,NA,NA,4642.94602212485
"1919",135,0,0,0,0,0,1,NA,0,46413.321439496
"1257",0,0,0,0,0,0,0,NA,NA,87348.4111979736
"1287",0,0,0,0,5,0,1,NA,0,6212.44087725056
"2412",0,0,0,0,0,0,0,NA,NA,130076.645332944
"1187",0,0,0,0,0,0,0,NA,NA,119510.831627349
"2568",68,0,0,0,0,0,1,0,0,14103.7834259974
"133",0,0,3,0,0,0,1,NA,0,87793.9488419124
"1767",0,0,0,0,0,0,0,NA,NA,174455.699979426
"1518",15,0,0,0,0,0,1,NA,0,15035.3733397995
"1247",68,0,0,0,0,0,1,NA,0,12164.2096876335
"748",1,0,0,0,0,0,1,NA,0,33741.2420197705
"2105",0,0,0,0,0,0,0,NA,NA,305702.319618575
"2828",0,0,0,0,0,20,1,NA,0,19824.8474414704
"2510",0,0,0,0,0,0,0,NA,NA,17795.0017838613
"1281",0,0,0,0,0,0,0,NA,NA,223324.0920302
"344",0,0,0,0,0,0,0,NA,NA,131433.690714933
"249",0,0,0,0,20,0,1,NA,0,4386.98529564747
"1945",0,0,0,0,0,0,0,NA,NA,11930.1719676603
"2378",0,0,0,0,0,0,0,NA,NA,32904.6346886872
"1775",0,0,0,0,0,0,0,NA,NA,91425.320105258
"2194",68,0,0,0,0,0,0,NA,NA,13139.4874327953
"1999",0,0,0,0,0,4,1,NA,0,13776.7529479686
"1683",15,0,0,0,0,0,0,NA,0,13818.5657626225
"1734",0,0,0,0,0,0,1,NA,0,44256.9831060936
"2009",0,0,0,0,0,0,0,NA,NA,84117.1714297185
"1538",0,0,0,0,0,0,0,NA,NA,37330.7544980057
"2134",50,0,0,0,0,0,0,NA,0,4787.80582721351
"2244",0,0,0,0,0,0,0,NA,NA,59879.8279813417
"822",0,0,0,0,0,0,0,NA,NA,24663.1534222441
"1177",0,0,0,0,0,0,0,0,NA,15502.503306262
"699",3,0,0,0,0,0,0,NA,0,51383.1060929185
"217",5,0,0,0,0,0,0,NA,0,13146.1921952985
"950",0,0,0,0,3,0,1,NA,0,16620.4107755927
"371",0,0,10,0,0,0,1,NA,0,21945.189148111
"958",0,0,0,4,0,0,1,NA,1,31630.0475676199
"495",0,0,0,0,0,0,0,NA,NA,70651.2966928524
"800",0,0,0,20,0,0,1,0,0,8743.56398363744
"1723",0,0,0,0,3,0,0,NA,1,15651.3477451603
"1957",0,0,0,0,0,0,0,0,NA,9886.72806890592
"2809",0,0,0,0,0,0,0,NA,NA,47966.710928885
"853",0,0,0,0,0,0,0,NA,NA,21904.1223717593
"2443",0,0,0,0,0,0,0,NA,NA,12452.7670602973
"2176",0,0,0,0,0,0,0,NA,NA,50364.8878758941
"74",0,0,0,0,0,8,1,NA,0,12255.9781943485
"504",0,0,0,0,0,0,0,NA,NA,71135.1607999401
"1484",30,0,0,0,0,0,0,NA,0,10339.8610895059
"237",0,0,0,15,0,0,1,0,0,38636.6824974362
"1295",0,0,0,0,0,0,0,NA,NA,68233.2293975654
"1980",15,0,0,0,0,0,0,NA,0,9398.76926319764
"2587",0,35,0,0,0,0,0,NA,0,8948.48438376505
"2629",0,0,0,0,0,0,0,NA,NA,247873.759405188
"2238",0,0,0,0,0,0,1,1,NA,6669.56483716389
"1035",0,0,0,0,0,0,0,NA,0,47577.2266292188
"2231",0,0,0,0,0,0,1,1,NA,7456.251000417
"772",0,0,0,0,0,0,0,NA,NA,57062.2497685568
"2840",0,0,0,0,0,0,0,NA,NA,57651.7003186983
"1366",0,0,0,0,0,0,0,NA,NA,217028.576120754
"2599",0,0,0,0,0,0,0,NA,NA,49998.5795201604
"1264",0,0,0,0,0,0,0,NA,NA,229386.805582213
"2610",0,0,0,0,0,20,0,NA,0,8984.87619250385
"1649",0,0,0,0,0,0,1,1,NA,20062.4185635436
"1692",113,0,0,0,0,0,1,NA,0,11926.6963628654
"2304",0,0,0,0,0,0,0,NA,NA,26607.9454412353
"1321",25,0,0,0,0,0,1,NA,1,6694.53910415754
"275",0,0,0,0,0,0,0,NA,NA,91637.6792119851
"114",0,0,0,0,0,0,0,NA,NA,7818.68325089123
"1657",25,0,0,0,0,0,1,0,0,21745.7624588561
"2410",0,0,0,0,0,0,0,NA,NA,20882.7417776823
"2018",0,0,0,0,0,0,0,NA,NA,24954.8944627541
"1125",30,0,0,0,0,0,0,NA,0,5525.79141125632
"1210",0,0,0,0,0,0,0,NA,NA,10421.4064822768
"1931",0,0,0,0,0,0,0,NA,NA,14686.1326308147
"2538",0,0,0,0,0,0,0,NA,NA,134947.35455415
"906",0,0,0,0,0,0,0,NA,NA,8953.18493086955
"2486",0,0,45,0,0,0,0,NA,0,99169.3762724205
"156",68,0,0,0,0,0,1,NA,0,8979.7076957736
"501",0,0,0,0,0,2,1,1,0,10831.4584891845
"2429",0,0,0,0,0,0,0,NA,NA,11926.6963628654
"1755",5,0,0,0,0,0,0,NA,0,14678.5812122906
"2490",0,23,0,0,0,0,1,NA,0,8755.11303735085
"923",0,0,0,0,0,0,0,NA,NA,334493.393870968
"659",0,0,0,0,0,0,1,1,NA,11466.4533787356
"2015",0,0,0,0,0,0,1,1,NA,17908.9507316762
"1291",40,0,0,0,0,0,1,NA,0,11065.7829113286
"1724",0,0,0,0,0,25,1,NA,0,21921.9156159707
"1261",0,0,0,0,0,0,0,NA,NA,9602.01976622806
"2787",0,0,0,0,0,0,0,NA,NA,255486.109656807
"2342",25,0,0,0,0,0,1,NA,0,10066.4494311632
"2011",0,0,0,0,0,0,0,NA,NA,139495.277821195
"387",0,45,0,0,0,0,0,NA,0,41796.1443544609
"663",0,0,40,0,0,0,0,NA,0,14276.2121744338
"111",30,0,0,0,0,0,1,1,0,9923.10650954326
"2689",0,0,0,0,0,0,0,NA,NA,13961.2681298663
"679",0,0,0,0,0,0,0,NA,NA,12667.1758868597
"2317",0,0,0,0,0,0,0,NA,NA,102039.81066578
"701",0,0,0,0,0,0,0,NA,NA,17909.6857528785
"20",0,0,0,0,4,0,0,NA,0,82848.020344872
"2516",0,0,0,0,0,10,1,NA,0,30493.259054841
"1228",20,0,0,0,0,0,0,NA,0,7135.58643539125
"1746",0,0,0,0,0,0,0,NA,0,17795.0017838613
"2850",NA,NA,NA,NA,NA,NA,0,NA,0,19891.5790935859
"2634",113,0,0,0,0,0,0,NA,1,9603.45859534736
"2",0,0,0,0,0,0,1,NA,0,15739.5341347125
"2740",0,0,0,0,0,0,0,NA,NA,9047.4394297413
"943",0,0,0,0,0,0,0,NA,NA,16213.1790456053
"2835",0,0,0,0,0,0,0,NA,NA,99251.1638925316
"2617",0,0,0,0,0,0,0,NA,NA,289822.709184664
"559",0,0,0,0,0,0,0,NA,NA,304695.547774023
"166",50,0,0,0,0,0,0,NA,0,5268.31216870064
"1806",0,0,0,0,0,0,0,0,NA,8881.41813424255
"1522",0,0,0,0,0,0,0,NA,NA,12465.0620994158
"223",0,135,0,0,0,0,1,NA,0,10302.0702266881
"1719",0,0,0,0,9,0,1,NA,0,14373.3688833991
"2601",0,0,0,0,0,0,0,NA,NA,51852.8330368641
"1188",0,0,0,0,0,0,0,NA,NA,95406.4711902024
"1440",0,0,0,0,0,0,0,NA,NA,74647.2010822758
"930",0,0,0,0,0,0,0,NA,NA,12325.9167894237
"1218",0,0,0,0,0,0,0,NA,NA,11060.0915504489
"305",0,0,0,0,0,0,0,NA,NA,52932.3753134823
"2517",0,0,0,0,0,0,0,NA,NA,104913.516755997
"2545",0,0,0,0,0,0,0,NA,NA,50912.8043905863
"824",8,0,0,0,0,0,0,NA,0,6305.29994407327
"863",0,0,0,0,0,0,0,0,NA,18151.027154021
"1695",0,0,0,0,0,0,0,NA,NA,83682.7224284342
"1278",0,0,0,0,0,0,0,0,NA,10947.5975595213
"2111",0,0,0,0,0,0,0,NA,NA,173888.035629703
"1507",0,0,0,0,0,0,0,NA,NA,11060.0915504489
"1978",0,0,0,0,0,0,0,NA,NA,95479.7946020845
"2778",0,0,0,0,0,0,0,NA,NA,183063.24465372
"380",0,0,0,0,0,0,0,NA,NA,131810.025098541
"370",0,0,0,0,0,0,0,NA,NA,196674.919136916
"680",25,0,0,0,0,0,1,NA,0,22898.6148249301
"236",0,0,0,0,0,0,0,0,NA,6603.6060326581
"1784",23,0,0,0,0,0,0,NA,0,18843.9207640506
"2308",0,0,0,0,0,0,0,NA,NA,13596.8237204587
"1946",20,0,0,0,0,0,1,NA,0,7960.47518629671
"1882",0,0,0,0,0,0,0,NA,NA,263536.746492782
"1665",0,0,0,0,0,0,0,NA,0,69052.1781681499
"1072",0,0,0,0,0,0,0,NA,NA,64303.8433901197
"2267",0,0,0,0,0,0,0,NA,NA,5937.78687140833
"1379",0,0,0,0,0,0,0,NA,NA,33878.7432645364
"1355",0,0,0,0,0,0,0,NA,NA,49079.3447946954
"1736",0,0,0,0,0,0,0,NA,NA,25579.0394602884
"722",0,0,45,0,0,0,0,NA,0,13838.3760711679
"1817",35,0,0,0,0,0,0,NA,1,10171.0512941092
"909",10,0,0,0,0,0,0,NA,0,10911.5086737084
"1229",0,0,0,0,0,0,0,NA,NA,48302.0969275131
"1703",0,0,0,0,0,0,0,NA,NA,96507.1573338468
"1709",0,0,0,21,0,0,0,NA,NA,10655.2523063782
"1528",0,0,0,0,0,0,0,NA,NA,52278.9900694678
"2611",0,0,0,0,3,0,0,NA,0,15099.4682341423
"2029",15,0,0,0,0,0,0,NA,0,18463.363061784
"318",0,0,0,0,0,0,1,1,NA,22604.1084885307
"922",0,0,0,0,0,0,0,NA,NA,63663.3116168014
"2479",NA,0,0,0,0,0,1,0,0,27014.5477937412
"2371",3,0,0,0,0,0,0,NA,0,10537.2541162836
"1163",45,0,0,0,0,0,1,NA,0,8132.69849132443
"1813",0,0,0,0,0,0,0,NA,NA,78350.3036447075
"1638",10,0,0,0,0,0,0,0,0,7577.92032115708
"2635",0,0,0,0,0,0,0,NA,NA,48276.0635223407
"720",0,0,0,0,0,0,0,NA,NA,85209.6179151453
"657",0,0,0,0,0,0,0,NA,NA,62461.2938893172
"1542",0,0,0,0,0,0,0,NA,NA,38380.4073995942
"2235",45,0,0,0,0,0,1,NA,NA,25791.49616562
"1424",0,0,0,5,0,0,1,NA,0,7115.75696122007
"336",0,0,0,0,0,5,1,0,0,29725.523542811
"1565",10,0,0,0,0,0,0,NA,0,63441.4725140471
"1879",0,0,10,0,0,0,0,NA,0,12502.598635971
"625",225,0,0,0,0,0,0,NA,NA,9921.61452430036
"1353",0,0,0,0,0,0,0,NA,NA,58080.7821013457
"2521",0,0,0,0,0,25,1,0,0,15381.7099558455
"1606",6,0,0,0,0,0,1,NA,0,19829.0080079097
"477",0,0,0,0,0,0,0,NA,NA,19886.2996894071
"1485",0,68,0,0,0,0,1,NA,0,23395.6402300034
"159",0,0,0,0,0,0,0,NA,NA,162164.101726342
"2468",0,0,0,4,0,0,0,NA,1,12614.5423582696
"70",0,0,0,0,0,0,0,NA,NA,122504.537966104
"2313",0,0,0,0,0,0,0,NA,NA,92873.9845306334
"2113",0,0,0,0,0,0,0,NA,NA,134690.143133341
"2112",20,0,0,0,0,0,1,NA,0,12953.0641668609
"2464",0,0,0,0,0,0,0,NA,NA,63298.0016121872
"762",0,0,0,0,0,0,0,NA,NA,119736.704271818
"442",5,0,0,0,0,0,1,NA,0,6428.85984372427
"1935",0,0,0,0,0,9,0,NA,0,5937.78687140833
"1304",45,0,0,0,0,0,0,NA,0,22173.3573025524
