"","length_own","length_matdis","length_bond","length_illchild","length_illparent","length_illspouse","resp_len","unaffordable","recStatePay","weight"
"2181",0,0,0,0,0,0,0,NA,NA,19782.1155354138
"1636",0,0,0,0,0,0,0,NA,NA,97676.0829810188
"1154",0,0,0,0,0,0,0,NA,NA,119079.974639986
"577",0,0,0,0,0,0,0,NA,NA,58045.8908821488
"1914",0,0,0,0,0,0,0,NA,0,14887.2511478197
"2472",65,0,0,0,0,0,0,NA,0,21607.2435795512
"2614",68,0,0,0,0,0,0,NA,0,9581.24351743373
"647",0,0,0,0,0,0,0,0,NA,11562.2955867601
"2254",0,0,0,0,0,0,0,NA,NA,134553.531258571
"1112",0,261,0,0,0,0,0,NA,0,16349.5607305178
"1263",0,0,0,0,0,0,1,1,NA,8197.32262916472
"1696",45,0,0,0,0,0,0,NA,1,5907.34702597718
"931",0,0,0,0,0,0,0,NA,NA,5508.84165106548
"262",0,0,0,0,0,3,1,NA,0,8308.33571834665
"2788",4,0,0,0,0,0,0,NA,0,14589.0592951685
"2448",0,0,0,0,0,0,0,NA,NA,9471.12002997913
"1354",0,0,0,0,0,0,0,NA,NA,19216.7766205181
"2311",0,0,0,0,0,0,0,NA,NA,99251.1638925316
"1473",5,0,0,0,0,0,0,NA,0,27699.0157234424
"2765",0,0,0,0,0,0,0,NA,NA,39160.2189053169
"845",10,0,0,0,0,0,0,NA,0,11920.6620766125
"868",3,0,0,0,0,0,0,0,0,21990.1958914559
"1573",0,0,0,0,0,0,0,NA,NA,41633.1858743792
"2216",0,0,0,0,0,0,1,1,NA,9427.02055879817
"2161",30,0,0,0,0,0,0,NA,0,15766.9031703907
"1436",0,0,0,0,0,0,0,NA,NA,49080.4543645843
"2843",12,0,0,0,0,0,0,NA,0,17209.6696175587
"10",0,0,0,0,0,0,0,NA,NA,6008.50839114816
"2082",0,0,0,0,0,0,0,NA,NA,14678.5812122906
"2215",0,0,0,0,0,0,0,NA,NA,103276.416684217
"1301",0,0,0,0,0,203,0,NA,0,7594.2121080529
"729",0,0,0,0,0,0,0,NA,0,10358.2913090233
"1788",0,0,0,0,0,0,0,NA,NA,140175.672085994
"2613",0,0,0,0,0,0,0,NA,NA,52932.3753134823
"1860",0,0,0,0,0,0,0,NA,NA,65078.8292559721
"2409",0,0,0,0,0,0,0,NA,NA,50656.8753132398
"1288",0,0,0,0,0,0,0,NA,NA,194760.593606126
"516",10,0,0,0,0,0,0,0,0,9535.5455958721
"361",0,0,0,0,0,0,0,NA,NA,21534.9092752595
"263",2,0,0,0,0,0,0,NA,0,31270.2984162057
"948",0,0,0,0,0,0,0,NA,NA,16592.6422878866
"986",0,0,0,0,0,0,1,0,0,27636.6394418418
"92",0,0,0,0,0,0,1,1,0,29203.8561637358
"1083",158,0,0,0,0,0,0,NA,0,9923.10650954326
"638",0,0,0,0,0,0,0,NA,NA,52113.8252775926
"2357",0,0,0,0,0,0,0,0,NA,17063.5105706703
"2465",5,0,0,0,0,0,0,NA,0,12886.3622679182
"2296",5,0,0,0,0,0,0,NA,0,7097.01107022457
"1816",0,0,0,0,0,0,0,NA,NA,83928.2291558915
"755",4,0,0,0,0,0,0,NA,0,42412.4280798812
"2556",0,0,0,0,0,0,0,NA,NA,45803.1371376308
"996",0,0,0,0,0,0,1,NA,0,53714.2007264146
"507",20,0,0,0,0,0,0,NA,0,12291.3271605139
"2143",0,0,0,0,0,0,0,NA,NA,186194.138295573
"632",0,0,0,0,0,0,0,0,NA,34701.131513606
"1090",0,0,0,0,0,0,0,NA,NA,40391.8477406672
"1797",0,0,0,0,0,0,0,NA,NA,74647.2010822758
"1891",0,0,0,0,0,0,0,NA,NA,12921.1626056794
"1844",10,0,0,0,0,0,0,NA,0,11638.7838231906
"660",60,0,0,0,0,0,1,NA,NA,16898.1497834967
"1602",0,0,0,0,0,0,0,NA,NA,9047.4394297413
"893",0,0,0,0,0,0,0,NA,NA,152669.46947638
"233",0,0,0,0,0,0,0,NA,NA,78964.1642659838
"785",0,0,0,0,0,0,0,NA,NA,334493.393870968
"2411",135,0,0,0,0,0,1,NA,0,9684.85046283715
"2820",40,0,0,0,0,0,1,NA,0,22765.9391043971
"274",0,0,0,0,0,0,0,0,NA,17034.8681991068
"2698",0,0,0,0,0,0,0,NA,NA,49313.6584259933
"697",0,0,0,5,0,0,0,NA,0,48925.5790312563
"1351",0,0,3,0,0,0,0,NA,0,87305.0551594871
"2053",0,0,0,0,0,0,0,NA,NA,16084.3744827684
"1406",30,0,0,0,0,0,0,NA,1,12468.2935039155
"2051",0,0,0,0,0,0,0,NA,NA,186496.421598281
"135",0,0,0,0,0,0,0,NA,NA,10931.5799982309
"2307",0,0,0,0,0,0,0,NA,NA,23094.4946612516
"673",0,0,0,0,30,0,0,NA,0,6015.24251552078
"1180",5,0,0,0,0,0,0,NA,0,4913.80818965361
"1397",0,30,0,0,0,0,1,NA,0,18822.2222668441
"1731",0,0,0,0,0,0,0,NA,NA,23047.6675705291
"2619",0,0,0,0,0,10,1,NA,0,4742.17505273327
"329",0,0,0,0,0,0,0,0,NA,7707.93692123383
"2530",0,0,0,0,0,0,0,NA,NA,209486.489351446
"124",10,0,0,0,0,0,1,NA,0,12252.3406199815
"1837",0,0,0,0,0,0,0,NA,NA,33476.319518214
"2641",0,0,0,0,0,20,1,0,0,9411.52228965812
"1079",3,0,0,0,0,0,1,NA,0,9616.33958483722
"1960",0,0,261,0,0,0,1,NA,0,102862.991399993
"2145",0,0,0,0,0,0,0,0,NA,20580.0525551037
"1134",0,0,0,0,0,0,0,NA,NA,17341.7250651749
"2704",0,0,0,0,0,0,0,NA,NA,16412.1152820265
"120",15,0,0,0,0,0,1,NA,1,9894.33621331773
"100",0,0,0,0,0,0,0,NA,1,20062.4185635436
"451",0,0,10,0,0,0,0,NA,0,14969.7165016257
"556",0,0,0,0,0,0,0,0,0,59017.0919593693
"1234",0,0,0,0,0,0,1,1,NA,14710.0858074052
"2529",30,0,0,0,0,0,0,NA,0,22902.1588547631
"1019",0,0,0,0,0,0,0,NA,NA,115586.354931649
"157",90,0,0,0,0,0,0,NA,NA,14813.890733422
"2052",0,0,0,0,0,0,0,NA,NA,252701.049663555
"714",68,0,0,0,0,0,1,NA,0,15961.7745045844
"278",0,0,0,0,0,0,0,NA,NA,134201.016905628
"2316",0,0,0,0,0,0,0,NA,NA,60956.1963471519
"998",0,0,0,0,0,0,0,NA,NA,134690.143133341
"2671",0,0,0,4,0,0,0,0,0,14201.9959603078
"1983",0,0,60,0,0,0,0,NA,0,32289.5876802177
"514",0,0,0,0,0,0,0,NA,NA,279400.11030102
"1242",30,0,0,0,0,0,1,NA,0,11926.6963628654
"1786",0,0,0,0,0,0,0,NA,NA,43306.8674614206
"1446",90,0,0,0,0,0,1,0,1,7125.25737182793
"266",0,0,0,10,0,0,0,NA,0,12807.1936466059
"1098",10,0,0,0,0,0,1,1,0,13589.7704470299
"873",0,70,0,0,0,0,1,NA,0,93057.5529067139
"2123",80,0,0,0,0,0,0,NA,NA,9947.01782516059
"1971",0,0,0,0,0,0,1,1,NA,11814.2923180837
"2692",0,0,0,0,0,0,0,NA,NA,133252.258738701
"1641",15,0,0,0,0,0,1,0,0,14137.6295579719
"1870",0,0,0,0,0,15,0,NA,0,13776.7529479686
"655",2,0,0,0,0,0,1,NA,0,47106.771389317
"311",0,0,0,0,0,0,1,NA,0,23043.8188096995
"204",0,0,0,0,0,0,0,NA,NA,112030.53875349
"2467",30,0,0,0,0,0,0,NA,0,12325.9167894237
"2594",0,0,0,0,0,0,0,NA,NA,26021.3708153154
"631",15,0,0,0,0,0,1,1,0,10568.5057549408
"2370",0,0,0,0,5,0,1,NA,0,22765.9391043971
"373",0,0,0,0,0,0,0,NA,NA,23402.1105567666
"1078",80,0,0,0,0,0,1,NA,0,8738.23612290939
"731",0,0,90,0,0,0,1,NA,0,14937.2539858429
"1700",0,0,0,0,5,0,1,NA,0,17241.1182741877
"2553",0,0,0,4,0,0,0,NA,1,9923.10650954326
"383",0,0,0,0,0,0,1,NA,0,41252.0036398191
"2392",0,0,0,0,0,0,0,0,NA,9939.47833057836
"65",0,0,0,0,0,0,0,0,NA,10888.0142513566
"246",0,0,0,0,0,0,0,NA,NA,95652.9599840585
"2351",0,0,0,0,0,0,0,NA,NA,142856.713676836
"2243",0,0,0,0,0,0,0,NA,NA,8624.37778345928
"2664",0,0,0,0,0,23,1,NA,0,12325.9167894237
"1617",0,0,0,0,0,0,0,0,NA,24175.6918245872
"1059",0,0,0,0,0,0,0,NA,NA,120205.713250069
"1472",0,0,0,0,0,0,0,NA,NA,180113.03025854
"609",0,0,0,0,0,0,0,NA,NA,59069.8542527561
"658",0,0,0,0,0,0,0,0,NA,10407.6805491879
"2799",4,0,0,0,0,0,0,NA,0,13636.5376819382
"1283",0,0,0,0,0,0,0,0,NA,11473.6478835334
"2836",0,0,0,0,0,0,0,NA,NA,161985.415908713
"64",30,0,0,0,0,0,0,NA,0,9784.849201572
"2248",0,0,0,0,0,0,0,NA,NA,67856.0889726004
"251",45,0,0,0,0,0,0,NA,NA,34441.6582528959
"63",0,0,0,0,0,0,0,NA,NA,133252.258738701
"615",4,0,0,0,0,0,1,NA,0,48815.7288542832
"2631",25,0,0,0,0,0,0,NA,0,12892.9277861806
"1787",4,0,0,0,0,0,1,0,0,48233.9826861717
"2220",0,0,0,0,0,0,1,NA,0,7101.216006081
"533",0,0,0,0,0,0,0,NA,NA,19800.6997830245
"1169",25,0,0,0,0,0,0,NA,0,6603.6060326581
"1385",0,0,0,0,0,0,0,NA,NA,136161.05286312
"2315",0,0,0,0,0,0,0,NA,NA,131912.658788616
"2596",0,0,0,4,0,0,1,NA,0,40345.7169487648
"1097",0,0,0,0,0,0,1,NA,0,13647.0794816273
"1138",15,0,0,0,0,0,0,NA,0,13106.5642804814
"2532",0,0,90,0,0,0,1,NA,0,11976.2007710236
"2347",0,0,0,0,0,0,0,0,NA,13051.0792097865
"1207",0,0,0,0,0,0,0,NA,NA,12531.832573457
"2270",15,0,0,0,0,0,1,1,0,10084.0052457429
"299",0,0,0,0,0,0,1,NA,0,10930.4424720044
"871",45,0,0,0,0,0,1,NA,0,26825.25451186
"872",90,0,0,0,0,0,1,NA,0,7101.216006081
"2167",20,0,0,0,0,0,0,NA,0,7814.90754162918
"57",10,0,0,0,0,0,0,NA,0,11976.2007710236
"1244",0,0,0,0,40,0,1,NA,0,16860.0412925212
"147",20,0,0,0,0,0,1,NA,0,4429.01448454622
"1006",0,0,2,0,0,0,1,NA,0,25281.4109413319
"2100",12,0,0,0,0,0,1,NA,0,31259.2922499866
"1431",0,0,0,0,5,0,0,NA,NA,7822.73672032719
"962",0,0,0,0,0,0,0,NA,NA,102280.334704666
"179",0,0,0,0,0,0,0,NA,NA,6353.40613297565
"674",0,0,0,0,22,0,1,NA,0,5910.07338553927
"2060",12,0,0,0,0,0,0,NA,1,19666.3096000673
"1815",0,0,0,0,0,0,0,NA,NA,291665.273473705
"162",5,0,0,0,0,0,1,0,0,13117.1274967498
"1491",0,0,0,0,0,0,1,1,NA,16497.7217219124
"1915",55,0,0,0,0,0,1,1,NA,17231.6176206453
"1793",0,0,0,0,0,0,0,0,NA,36736.6076571334
"2633",0,0,0,0,0,0,0,NA,NA,221072.479316027
"964",0,0,0,0,0,3,0,NA,0,7594.2121080529
"423",0,0,0,0,0,0,0,NA,NA,50206.8450496091
"633",0,0,0,0,0,10,0,NA,0,5263.86631360125
"726",0,0,0,0,2,0,0,NA,0,11098.7576207179
"719",0,0,0,0,0,0,0,NA,NA,19875.1903390423
"1310",0,0,68,0,0,0,1,NA,0,28652.0570019408
"96",0,0,0,0,0,0,0,NA,NA,68434.6751404784
"2071",0,0,0,0,0,0,0,NA,NA,66466.6116046765
"2474",0,0,0,0,0,0,0,NA,NA,35269.6022242749
"372",0,0,0,0,0,0,0,NA,NA,7964.33097237048
"2062",0,0,0,0,0,0,0,NA,NA,113988.558636651
"1120",0,0,0,0,0,0,1,NA,0,40208.8712392397
"505",0,0,0,0,0,0,0,NA,0,15099.4682341423
"2431",0,0,0,0,0,0,0,NA,NA,10058.5226442088
"1494",0,0,0,0,0,0,0,NA,NA,30599.3886530594
"1614",0,0,0,0,0,0,0,NA,NA,14276.2121744338
"2688",0,0,40,0,0,0,1,0,0,10655.2523063782
"2763",0,0,0,0,0,0,0,NA,NA,96811.436324126
"1940",0,0,0,0,0,0,0,NA,NA,10416.1998012423
"944",0,0,0,0,0,0,0,NA,NA,10537.2541162836
"386",4,0,0,0,0,0,1,NA,0,6194.10691295993
"281",0,0,0,0,0,0,0,0,NA,19402.6332356089
"2319",0,0,0,0,0,0,0,NA,NA,15750.7675130153
"2101",25,0,0,0,0,0,1,1,0,16801.5311457112
"2814",0,0,0,0,0,0,0,NA,NA,28610.9378662354
"2743",0,0,0,0,2,0,0,NA,0,25341.1505196293
"347",0,0,0,0,0,0,0,NA,NA,39919.1328438966
"2654",0,0,0,0,0,0,0,NA,NA,69625.7276702026
"963",0,0,0,0,0,3,1,1,0,12892.9277861806
"2649",0,0,0,0,20,0,1,NA,0,10421.4064822768
"201",0,0,0,0,0,0,0,NA,NA,128712.614499149
"2223",0,0,0,0,5,0,1,NA,0,17116.0386309579
"2526",0,0,0,0,0,0,0,NA,NA,16084.3744827684
"708",0,0,0,0,0,0,0,0,NA,6646.81599107184
"2455",55,0,0,0,0,0,0,NA,0,7964.33097237048
"2628",0,0,0,0,0,0,0,NA,NA,12325.9167894237
"2810",0,0,0,0,0,0,0,NA,NA,40208.8712392397
"1781",0,0,0,0,0,0,0,NA,NA,51675.2306498757
"2696",0,0,0,0,0,0,0,NA,NA,261137.462687553
"539",7,0,0,0,0,0,1,NA,0,16950.2025406268
"1756",0,0,0,0,0,0,0,NA,NA,91824.0163655427
"568",0,0,0,0,0,0,0,NA,NA,36831.9140687082
"1145",0,0,0,0,0,0,0,NA,NA,297573.859075268
"2489",261,0,0,0,0,0,0,NA,0,10057.062312194
"1943",0,0,0,0,0,0,0,NA,NA,102096.724274576
"2652",0,0,0,0,5,0,1,NA,0,19402.6332356089
"2302",0,0,0,0,0,0,0,NA,NA,17621.0973232902
"1581",0,0,0,0,0,0,1,1,0,12159.7494067924
"781",5,0,0,0,0,0,1,NA,0,8219.4246978862
"1248",40,0,0,0,0,0,1,NA,0,17326.9354609242
"1555",0,0,0,0,0,0,0,NA,NA,66431.9463297919
"2394",0,0,0,0,0,0,0,NA,NA,64085.7179463615
"1474",0,0,0,0,0,0,1,NA,0,65916.915860615
"1647",15,0,0,0,0,0,1,NA,NA,63827.6078382522
"2733",203,0,0,0,0,0,0,NA,0,9146.47946807135
"1670",5,0,0,0,0,0,0,NA,0,21188.530197242
"1368",0,50,0,0,0,0,0,1,NA,12214.616925756
"1054",32,0,0,0,0,0,1,1,NA,32213.9856414817
"1265",0,68,0,0,0,0,0,0,0,36938.1431497604
"601",40,0,0,0,0,0,1,0,NA,9960.17127132253
"151",2,0,0,0,0,0,1,NA,0,30214.4627400276
"766",0,0,0,25,0,0,0,NA,0,7135.58643539125
"1603",0,0,0,0,0,0,0,NA,NA,46351.8057931459
"2000",0,55,0,0,0,0,1,NA,0,24451.9390659508
"2057",0,0,0,0,0,0,0,NA,NA,65057.1643596348
"437",0,0,0,0,0,0,0,NA,NA,43330.1673101199
"257",0,0,0,0,0,0,0,NA,NA,41958.352661996
"1122",0,0,0,0,0,0,0,NA,NA,100000.354183325
"2437",30,0,0,0,0,0,0,NA,0,17499.5465822362
"245",0,0,0,0,0,0,0,NA,NA,87506.6808267249
"2064",20,0,0,0,0,0,1,1,1,18692.9138192037
"562",0,0,0,0,0,0,0,NA,NA,46351.8057931459
"2540",0,0,0,0,0,0,0,NA,NA,147277.155590287
"2754",0,30,0,0,0,0,0,NA,0,23767.4162650466
"1463",30,0,0,0,0,0,0,NA,0,11374.621489621
"304",0,0,0,0,10,0,1,NA,0,21933.4515952575
"1230",0,0,0,0,0,0,0,NA,NA,41362.2888429584
"2655",0,0,0,0,0,0,0,NA,NA,16919.0264787525
"475",NA,0,NA,NA,NA,0,0,NA,0,18891.573969838
"808",0,0,0,0,0,0,0,NA,NA,40954.5421884238
"2604",0,0,0,0,0,0,0,NA,NA,6600.49837030156
"465",0,0,0,0,0,0,0,NA,NA,121565.623231232
"933",0,0,0,0,0,0,0,NA,NA,5091.16818635728
"2148",0,0,0,0,0,0,0,NA,NA,5760.127052792
"2851",0,0,0,0,0,0,1,1,NA,16876.3032512942
"2242",4,0,0,0,0,0,0,NA,0,8254.73516797646
"248",0,0,0,0,0,0,1,1,NA,22539.6891930976
"644",45,0,0,0,0,0,0,NA,NA,7765.6151980048
"1954",0,0,0,0,0,0,0,NA,NA,43789.8669192024
"1637",0,0,0,0,0,0,0,NA,NA,9921.61452430036
"259",0,0,0,0,0,0,0,NA,NA,12679.7251362158
"2377",30,0,0,0,0,0,1,NA,0,8219.4246978862
"585",30,0,0,0,0,0,0,NA,0,13818.5657626225
"706",0,0,5,0,0,0,0,NA,0,56804.5585468731
"1918",0,0,0,0,0,0,0,NA,NA,93344.1321392375
"2734",0,0,0,0,0,0,0,NA,NA,231874.140974877
"1774",0,0,0,0,0,0,0,NA,NA,11692.8494282231
"2350",0,0,0,0,0,0,0,0,NA,17375.119369836
"1282",0,0,0,0,0,0,0,NA,NA,59247.1280599839
"2280",23,0,0,0,0,0,0,NA,0,10060.9505769556
"536",113,0,0,0,0,0,1,0,0,11066.220656177
"145",0,0,0,0,0,0,1,1,0,17237.0782283761
"513",0,0,0,0,0,0,0,NA,NA,12173.4370504856
"169",0,70,0,0,0,0,1,NA,1,143139.411586866
"2567",0,0,0,0,0,0,0,NA,NA,78094.6090536562
"2325",0,0,0,0,0,0,1,NA,0,9590.95160366833
"496",30,0,0,0,0,0,1,NA,0,9684.85046283715
"1413",0,0,0,0,0,0,0,NA,NA,44228.9573488463
"2413",0,0,0,0,0,0,0,NA,NA,44433.4822341572
"913",0,0,0,0,0,0,0,NA,NA,12414.7459770359
"1007",0,0,0,0,0,0,0,NA,NA,48975.8383569537
"2067",68,0,0,0,0,0,0,NA,0,78820.8367992691
"21",68,0,0,0,0,0,0,1,0,16620.4107755927
"450",0,0,0,0,0,0,0,NA,NA,85484.5713829251
"1684",0,0,0,0,0,0,1,NA,0,24782.6728285424
"2586",0,0,0,0,0,0,0,NA,NA,47216.6899827395
"1607",40,0,0,0,0,0,1,1,NA,10351.5543361793
"2294",0,0,0,0,0,0,0,NA,NA,39764.9258546694
"2272",0,0,0,0,0,0,0,NA,NA,135097.769006218
"2504",0,60,0,0,0,0,1,NA,0,11566.0427003039
"1884",0,0,0,0,0,0,0,NA,NA,168572.545527358
"1318",10,0,0,0,0,0,0,NA,0,28904.7865794417
"1559",1,0,0,0,0,0,0,0,NA,25588.0831506714
"49",50,0,0,0,0,0,1,NA,0,7822.73672032719
"1799",0,0,0,0,0,0,0,NA,NA,58854.2273834139
"381",20,0,0,0,0,0,1,1,0,52922.7801996989
"61",0,0,0,0,0,25,1,NA,0,20935.8620788152
"2133",60,0,0,0,0,0,1,NA,0,9366.98659111605
"972",0,0,0,0,0,0,0,NA,NA,196655.445285439
"1838",0,0,0,0,15,0,0,NA,0,13197.5186652323
"2405",3,0,0,0,0,0,0,NA,0,60427.691315753
"661",0,0,0,0,0,0,0,NA,NA,334493.393870968
"2742",0,0,0,0,0,0,0,NA,NA,48302.0969275131
"163",0,0,60,0,0,0,1,NA,NA,13014.2892301318
"362",50,0,0,0,0,0,0,NA,0,16955.1359907714
"244",0,0,0,0,0,0,0,NA,NA,30378.2652843283
"443",15,0,0,0,0,0,1,1,0,8975.39363635501
"1744",2,0,0,0,0,0,1,NA,0,14289.5175375006
"412",3,0,0,0,0,0,0,NA,0,46086.2166752376
"238",0,0,0,0,0,0,0,NA,0,18301.6804818136
"2511",0,0,0,0,68,0,1,NA,0,13146.1921952985
"586",0,0,0,0,0,0,0,0,NA,14286.6008664046
"1346",0,0,0,0,0,0,0,NA,NA,39316.9534334254
"503",0,0,0,0,0,0,0,NA,NA,66001.4051654603
"1347",0,0,60,0,0,0,1,NA,0,9398.76926319764
"25",35,0,0,0,0,0,0,0,0,15459.7041012919
"2344",45,0,0,0,0,0,1,NA,NA,14311.0739457836
"898",0,0,0,0,0,0,0,NA,NA,126375.389362635
"2185",90,0,0,0,0,0,0,NA,0,21506.0309500599
"521",0,0,20,0,0,0,0,NA,0,10282.8542795359
"1189",0,0,0,5,0,0,0,NA,0,39112.8231092287
"1842",0,0,0,0,0,0,0,0,NA,23900.1846634959
"448",5,0,0,0,0,0,1,NA,0,6880.86482738606
"1029",0,0,0,0,0,10,1,NA,1,33184.6598262395
"645",0,0,0,0,0,0,0,NA,NA,19690.8808154027
"2137",10,0,0,0,0,0,1,0,0,16945.7348965624
"1928",0,90,0,0,0,0,1,NA,1,10453.7196377335
"1976",12,0,0,0,0,0,1,0,0,9109.07294059412
"784",0,0,0,0,0,0,0,NA,NA,90918.5070679494
"295",23,0,0,0,0,0,1,NA,0,9787.0862982418
"1153",0,0,0,0,2,0,0,NA,0,22726.6966201144
"2650",0,0,0,0,0,0,0,NA,NA,334493.393870968
"1174",23,0,0,0,0,0,1,NA,NA,37552.0804168211
"192",0,0,0,0,0,0,0,NA,NA,95652.9599840585
"1743",0,0,0,0,0,0,0,0,NA,41597.99898595
"1680",30,0,0,0,0,0,1,NA,0,10368.7746352238
"1941",0,0,0,0,0,0,0,NA,NA,62794.7595152028
"323",0,0,0,0,0,0,0,NA,NA,263219.624055563
"1016",20,0,0,0,0,0,0,NA,0,13253.2458746376
"2097",55,0,0,0,0,0,1,NA,0,72499.0976126488
"1866",0,0,0,0,0,20,0,NA,0,6852.13604932255
"1656",0,0,0,0,0,0,0,NA,NA,7476.56301642918
"1403",1,0,0,0,0,0,0,NA,0,29761.5461709393
"1730",0,0,0,0,0,0,0,NA,NA,55411.4236240347
"2175",0,0,0,0,0,0,0,NA,NA,17378.9522790571
"2393",0,0,0,0,0,9,1,0,0,6199.44028328369
"316",0,0,0,0,0,0,0,NA,NA,10354.3292825512
"970",158,0,0,0,0,0,1,NA,1,13146.1921952985
"195",0,0,0,0,0,0,0,NA,NA,32014.7012431231
"1277",0,0,0,0,7,0,1,0,0,10537.6689870764
"481",0,0,0,0,0,0,0,NA,NA,122602.119222788
"189",0,0,0,0,0,0,0,NA,NA,24112.4312759462
"1209",0,0,0,0,0,0,0,NA,NA,79961.9518174294
"445",0,0,0,0,0,0,0,NA,NA,50847.2768761511
"2456",0,0,0,0,0,0,0,0,NA,7392.87374736632
"296",0,0,0,0,0,10,1,NA,0,31523.9422366567
"1926",60,0,0,0,0,0,1,1,0,21819.5608332091
"2050",40,0,0,0,0,0,1,NA,0,17408.5573666209
"1790",0,0,0,2,0,0,1,0,0,31267.5010601661
"1964",30,0,0,0,0,0,0,NA,0,21567.3658406692
"576",0,0,0,0,0,0,0,NA,NA,115118.968169702
"1857",0,0,0,0,0,0,0,NA,NA,9047.4394297413
"2691",0,8,0,0,0,0,0,NA,0,13106.5642804814
"825",0,0,0,0,8,0,0,NA,0,11473.6478835334
"529",3,0,0,0,0,0,1,0,0,12380.6409731459
"851",20,0,0,0,0,0,0,NA,0,7577.92032115708
"2234",0,0,0,0,0,0,0,NA,NA,185768.852868783
"2192",0,0,0,0,0,0,0,0,NA,20156.7097206437
"2566",50,0,0,0,0,0,0,0,0,10943.5479748915
"297",4,0,0,0,0,0,0,1,0,55520.5148115247
"955",0,0,0,0,0,0,0,NA,NA,107264.006621161
"1173",45,0,0,0,0,0,1,0,0,19493.2486525353
"2749",0,0,0,0,0,0,0,NA,NA,56529.7353393068
"1536",0,0,0,0,0,0,0,0,NA,11399.117661616
"2273",0,0,0,0,0,0,0,NA,NA,145703.942824219
"108",2,0,0,0,0,0,0,NA,1,10563.2181990348
"2209",NA,0,0,0,0,0,0,NA,1,16809.1883446843
"2679",0,0,0,0,0,0,0,0,NA,20093.2627527708
"310",0,0,0,0,0,0,0,NA,NA,48150.2713797001
"2380",68,0,0,0,0,0,0,NA,0,12325.9167894237
"952",10,0,0,0,0,0,0,NA,0,8979.7076957736
"2818",0,0,0,0,0,0,0,NA,NA,39786.2772800647
"1432",0,0,0,0,0,0,0,NA,NA,70521.62090499
"150",10,0,0,0,0,0,1,NA,NA,12152.4946972745
"940",0,0,0,0,0,0,0,NA,NA,38904.7172710116
"1867",0,0,60,0,0,0,0,NA,0,9616.89596866489
"1352",0,0,0,0,0,0,0,NA,0,8340.0885968143
"2780",0,0,0,0,0,0,0,NA,NA,60993.3964054344
"2406",90,0,0,0,0,0,1,NA,0,9525.32127190303
"883",0,0,0,0,0,0,0,0,NA,11084.1439543376
"567",10,0,0,0,0,0,1,0,0,8927.40650162015
"2552",0,0,0,0,5,0,1,NA,0,10368.7746352238
"2714",0,0,0,0,20,0,1,NA,0,9606.77856654345
"565",0,0,0,0,0,0,0,NA,NA,8989.29550192572
"1272",0,0,0,0,0,0,0,NA,NA,41432.2616648355
"540",0,0,0,0,0,0,0,NA,NA,139037.585464375
"79",0,0,0,0,0,0,0,NA,NA,325744.353134412
"2722",0,0,0,0,0,0,0,NA,NA,28626.1534789774
"2031",0,0,0,0,0,0,0,NA,NA,45803.1371376308
"2466",0,0,0,1,0,0,0,NA,0,21217.0540377075
"2846",3,0,0,0,0,0,0,NA,0,15918.2912680013
"876",135,0,0,0,0,0,0,NA,0,6880.86482738606
"702",0,0,0,0,0,10,0,NA,0,11183.7521522927
"2785",0,0,0,0,0,0,0,0,NA,26784.8277008526
"754",0,0,0,0,0,14,0,NA,0,9471.12002997913
"695",0,0,0,0,0,0,0,NA,NA,147277.155590287
"2694",20,0,0,0,0,0,1,NA,0,29655.2270152843
"2107",0,0,0,0,0,0,0,NA,NA,180885.780264931
"1947",0,0,0,0,0,0,1,NA,0,27776.4132019714
"352",0,0,0,0,261,0,1,NA,0,9149.97890635684
"1015",0,0,0,0,0,0,1,NA,0,22940.4404898633
"802",20,0,0,0,0,0,0,NA,1,14293.9366564048
"1535",3,0,0,0,0,0,1,NA,0,13471.0386493393
"1101",0,0,0,0,0,NA,0,NA,0,20876.4059700361
"2386",0,0,0,0,0,0,0,NA,NA,39527.4561799986
"2674",5,0,0,0,0,0,0,0,1,20652.379210636
"2217",0,0,0,0,0,0,0,NA,0,12679.7251362158
"1624",0,0,0,0,0,3,0,NA,0,9921.61452430036
"482",0,0,0,0,0,0,0,NA,NA,10340.6601835223
"1139",0,0,0,0,0,0,0,NA,NA,63050.2486018109
"1419",11,0,0,0,0,0,1,1,0,28569.6445028832
"1044",0,0,0,0,0,0,0,NA,NA,25268.1865605162
"2476",10,0,0,0,0,0,0,NA,0,16345.0165321041
"595",0,0,0,0,0,0,0,NA,NA,87348.4111979736
"1862",1,0,0,0,0,0,0,NA,0,30168.7404675067
"142",30,0,0,0,0,0,1,NA,0,8219.4246978862
"1625",2,0,0,0,0,0,0,NA,0,6585.4822975349
"1547",0,0,0,0,0,0,0,NA,NA,16195.244403379
"425",0,0,0,0,0,0,0,NA,NA,57201.1007630848
"1845",0,0,0,0,0,0,0,NA,NA,31476.4159733957
"618",0,0,0,0,15,0,1,NA,0,25023.1941547409
"2667",0,60,0,0,0,0,1,NA,1,11976.2007710236
"2473",135,0,0,0,0,0,0,NA,0,26173.8058328871
"1266",0,0,0,0,0,0,0,NA,NA,32766.6276512914
"1372",135,0,0,0,0,0,0,NA,0,53992.6431808735
"2518",0,0,0,0,0,0,0,NA,NA,74212.9607445165
"1176",0,0,0,0,0,0,0,NA,NA,16537.9268572567
"1925",0,0,0,0,0,0,0,NA,NA,37359.4103578963
"2645",0,0,10,0,0,0,0,NA,0,49466.8189782704
